input	group	bin_idx_orig	bin_name	modeled_in_input	in_modeled_union	signal
cicero	pos	2215244	chr5:135457000-135458000	1	1	3
cicero	pos	2215338	chr5:135551000-135552000	1	1	1
cicero	pos	2215339	chr5:135552000-135553000	1	1	1
cicero	pos	2215347	chr5:135560000-135561000	1	1	1
cicero	pos	2215348	chr5:135561000-135562000	1	1	3.33918
cicero	pos	2215353	chr5:135566000-135567000	1	1	1
cicero	pos	2215357	chr5:135570000-135571000	1	1	1
cicero	pos	2215667	chr5:135880000-135881000	0	0	0
cicero	pos	2215678	chr5:135891000-135892000	0	0	0
cicero	pos	2215679	chr5:135892000-135893000	0	0	0
cicero	pos	2215731	chr5:135944000-135945000	0	0	0
cicero	pos	2215732	chr5:135945000-135946000	0	1	0
cicero	pos	2215764	chr5:135977000-135978000	0	1	0
cicero	pos	2215869	chr5:136082000-136083000	1	1	2
cicero	pos	2215999	chr5:136212000-136213000	1	1	1
cicero	pos	2216036	chr5:136249000-136250000	0	1	0
cicero	pos	2216037	chr5:136250000-136251000	0	1	0
cicero	pos	2216211	chr5:136424000-136425000	0	1	0
cicero	pos	2216212	chr5:136425000-136426000	0	0	0
cicero	pos	2216862	chr5:137075000-137076000	0	1	0
cicero	pos	2217007	chr5:137220000-137221000	0	1	0
cicero	pos	2217107	chr5:137320000-137321000	0	1	0
cicero	pos	2217530	chr5:137743000-137744000	1	1	1
cicero	pos	2217538	chr5:137751000-137752000	1	1	1
cicero	pos	2217539	chr5:137752000-137753000	1	1	1
cicero	pos	2217852	chr5:138065000-138066000	1	1	2.10178
cicero	pos	2217864	chr5:138077000-138078000	0	1	0
cicero	pos	2218139	chr5:138352000-138353000	1	1	2
cicero	pos	2218236	chr5:138449000-138450000	1	1	2.66674
cicero	pos	2218237	chr5:138450000-138451000	1	1	7.80718
cicero	pos	2218251	chr5:138464000-138465000	1	1	13.8451
cicero	pos	2218335	chr5:138548000-138549000	1	1	1
cicero	pos	2218366	chr5:138579000-138580000	1	1	3.03985
cicero	pos	2218428	chr5:138641000-138642000	1	1	1
cicero	pos	2218429	chr5:138642000-138643000	1	1	1
cicero	pos	2218576	chr5:138789000-138790000	0	1	0
cicero	pos	2218577	chr5:138790000-138791000	0	0	0
cicero	pos	2219189	chr5:139402000-139403000	1	1	1
cicero	pos	2219304	chr5:139517000-139518000	0	1	0
cicero	pos	2219305	chr5:139518000-139519000	1	1	1
cicero	pos	2219420	chr5:139633000-139634000	1	1	5.68956
cicero	pos	2219552	chr5:139765000-139766000	1	1	6.97865
cicero	pos	2219574	chr5:139787000-139788000	1	1	9.78223
cicero	pos	2219631	chr5:139844000-139845000	0	1	0
cicero	pos	2219651	chr5:139864000-139865000	1	1	2
cicero	pos	2219755	chr5:139968000-139969000	0	1	0
cicero	pos	2219756	chr5:139969000-139970000	0	0	0
cicero	pos	2219830	chr5:140043000-140044000	1	1	3
cicero	pos	2219931	chr5:140144000-140145000	1	1	4.85882
cicero	pos	2219944	chr5:140157000-140158000	1	1	2
cicero	pos	2220026	chr5:140239000-140240000	1	1	1
cicero	pos	2220027	chr5:140240000-140241000	1	1	1
cicero	pos	2220146	chr5:140359000-140360000	0	1	0
cicero	pos	2220150	chr5:140363000-140364000	1	1	1
cicero	pos	2220628	chr5:140841000-140842000	0	1	0
cicero	pos	2220713	chr5:140926000-140927000	1	1	1
cicero	pos	2221160	chr5:141373000-141374000	0	1	0
cicero	pos	2221207	chr5:141420000-141421000	0	0	0
cicero	pos	2221208	chr5:141421000-141422000	0	1	0
cicero	pos	2221299	chr5:141512000-141513000	0	1	0
cicero	pos	2221311	chr5:141524000-141525000	1	1	1
cicero	pos	2221351	chr5:141564000-141565000	1	1	2.40838
cicero	pos	2221452	chr5:141665000-141666000	0	0	0
cicero	pos	2221479	chr5:141692000-141693000	1	1	1
cicero	pos	2221598	chr5:141811000-141812000	0	1	0
cicero	pos	2221601	chr5:141814000-141815000	0	1	0
cicero	pos	2221755	chr5:141968000-141969000	1	1	1
cicero	pos	2221756	chr5:141969000-141970000	1	1	4.54234
cicero	pos	2222335	chr5:142548000-142549000	1	1	1
cicero	pos	2222336	chr5:142549000-142550000	0	0	0
cicero	pos	2222374	chr5:142587000-142588000	0	1	0
cicero	pos	2222398	chr5:142611000-142612000	1	1	1
cicero	pos	2222442	chr5:142655000-142656000	1	1	2.46178
cicero	pos	2222443	chr5:142656000-142657000	0	0	0
cicero	pos	2222486	chr5:142699000-142700000	0	0	0
cicero	pos	2222500	chr5:142713000-142714000	1	1	1
cicero	pos	2222654	chr5:142867000-142868000	1	1	3
cicero	pos	2222667	chr5:142880000-142881000	0	1	0
cicero	pos	2222702	chr5:142915000-142916000	0	1	0
cicero	pos	2222703	chr5:142916000-142917000	0	0	0
cicero	pos	2222801	chr5:143014000-143015000	0	0	0
cicero	pos	2223190	chr5:143403000-143404000	1	1	2
cicero	pos	2223612	chr5:143825000-143826000	0	0	0
cicero	pos	2223929	chr5:144142000-144143000	0	0	0
cicero	pos	2223990	chr5:144203000-144204000	0	1	0
cicero	pos	2223991	chr5:144204000-144205000	0	1	0
cicero	pos	2225484	chr5:145697000-145698000	0	1	0
cicero	pos	2225836	chr5:146049000-146050000	0	0	0
cicero	pos	2226233	chr5:146446000-146447000	1	1	1
cicero	pos	2226234	chr5:146447000-146448000	1	1	6.92355
cicero	pos	2226320	chr5:146533000-146534000	0	1	0
cicero	pos	2226329	chr5:146542000-146543000	1	1	2
cicero	pos	2226352	chr5:146565000-146566000	1	1	1
cicero	pos	2226353	chr5:146566000-146567000	0	0	0
cicero	pos	2226885	chr5:147098000-147099000	0	1	0
cicero	pos	2227240	chr5:147453000-147454000	1	1	2
cicero	pos	2227241	chr5:147454000-147455000	1	1	1
cicero	pos	2227609	chr5:147822000-147823000	0	0	0
cicero	pos	2227644	chr5:147857000-147858000	0	1	0
cicero	pos	2228161	chr5:148374000-148375000	1	1	1
cicero	pos	2228162	chr5:148375000-148376000	0	0	0
cicero	pos	2228517	chr5:148730000-148731000	0	1	0
cicero	pos	2228518	chr5:148731000-148732000	0	1	0
cicero	pos	2228744	chr5:148957000-148958000	1	1	1
cicero	pos	2228822	chr5:149035000-149036000	0	1	0
cicero	pos	2228928	chr5:149141000-149142000	0	1	0
cicero	pos	2229158	chr5:149371000-149372000	1	1	3.34025
cicero	pos	2229168	chr5:149381000-149382000	1	1	2.17397
cicero	pos	2229169	chr5:149382000-149383000	1	1	2.17733
cicero	pos	2229218	chr5:149431000-149432000	1	1	5.17343
cicero	pos	2229221	chr5:149434000-149435000	0	0	0
cicero	pos	2229229	chr5:149442000-149443000	1	1	1
cicero	pos	2229338	chr5:149551000-149552000	1	1	11.7384
cicero	pos	2229443	chr5:149656000-149657000	0	0	0
cicero	pos	2229454	chr5:149667000-149668000	0	1	0
cicero	pos	2229615	chr5:149828000-149829000	1	1	1
cicero	pos	2229621	chr5:149834000-149835000	1	1	1
cicero	pos	2229624	chr5:149837000-149838000	1	1	2
cicero	pos	2229640	chr5:149853000-149854000	1	1	1
cicero	pos	2229777	chr5:149990000-149991000	0	1	0
cicero	pos	2229778	chr5:149991000-149992000	0	1	0
cicero	pos	2229948	chr5:150161000-150162000	1	1	6.49373
cicero	pos	2229962	chr5:150175000-150176000	0	1	0
cicero	pos	2230245	chr5:150458000-150459000	1	1	4.65991
cicero	pos	2230246	chr5:150459000-150460000	1	1	1
cicero	pos	2230331	chr5:150544000-150545000	0	1	0
cicero	pos	2230332	chr5:150545000-150546000	1	1	1
cicero	pos	2230401	chr5:150614000-150615000	1	1	1
cicero	pos	2230834	chr5:151047000-151048000	1	1	1
cicero	pos	2230835	chr5:151048000-151049000	1	1	1
cicero	pos	2230838	chr5:151051000-151052000	1	1	1
cicero	pos	2230902	chr5:151115000-151116000	0	1	0
cicero	pos	2230913	chr5:151126000-151127000	1	1	1
cicero	pos	2230951	chr5:151164000-151165000	1	1	3.38436
cicero	pos	2230952	chr5:151165000-151166000	0	0	0
cicero	pos	2231026	chr5:151239000-151240000	1	1	1
cicero	pos	2231103	chr5:151316000-151317000	0	1	0
cicero	pos	2231287	chr5:151500000-151501000	1	1	1
cicero	pos	2231288	chr5:151501000-151502000	0	0	0
cicero	pos	2231439	chr5:151652000-151653000	0	0	0
cicero	pos	2231445	chr5:151658000-151659000	0	1	0
cicero	pos	2231446	chr5:151659000-151660000	1	1	1
cicero	pos	2231929	chr5:152142000-152143000	1	1	2
cicero	pos	2231930	chr5:152143000-152144000	0	0	0
cicero	pos	2232136	chr5:152349000-152350000	0	1	0
cicero	pos	2233859	chr5:154072000-154073000	0	1	0
cicero	pos	2233944	chr5:154157000-154158000	0	1	0
cicero	pos	2233967	chr5:154180000-154181000	1	1	2
cicero	pos	2234192	chr5:154405000-154406000	1	1	3.85812
cicero	pos	2234208	chr5:154421000-154422000	0	1	0
cicero	pos	2234209	chr5:154422000-154423000	0	0	0
cicero	pos	2234397	chr5:154610000-154611000	1	1	1
cicero	pos	2234926	chr5:155139000-155140000	0	0	0
cicero	pos	2235403	chr5:155616000-155617000	1	1	1
cicero	pos	2235404	chr5:155617000-155618000	1	1	1
cicero	pos	2235730	chr5:155943000-155944000	0	1	0
cicero	pos	2235731	chr5:155944000-155945000	0	0	0
cicero	pos	2236919	chr5:157132000-157133000	0	1	0
cicero	pos	2237040	chr5:157253000-157254000	1	1	1
cicero	pos	2237099	chr5:157312000-157313000	1	1	1
cicero	pos	2237115	chr5:157328000-157329000	0	0	0
cicero	pos	2237129	chr5:157342000-157343000	0	1	0
cicero	pos	2237130	chr5:157343000-157344000	1	1	1
cicero	pos	2237530	chr5:157743000-157744000	1	1	6.76263
cicero	pos	2238943	chr5:159156000-159157000	1	1	1
cicero	pos	2238944	chr5:159157000-159158000	1	1	1
cicero	pos	2239103	chr5:159316000-159317000	0	1	0
cicero	pos	2239104	chr5:159317000-159318000	1	1	2
cicero	pos	2239302	chr5:159515000-159516000	0	0	0
cicero	pos	2239303	chr5:159516000-159517000	1	1	1
cicero	pos	2239774	chr5:159987000-159988000	0	1	0
cicero	pos	2240132	chr5:160345000-160346000	1	1	5
cicero	pos	2240226	chr5:160439000-160440000	1	1	3.20402
cicero	pos	2241331	chr5:161544000-161545000	0	1	0
cicero	pos	2243134	chr5:163347000-163348000	1	1	1
cicero	pos	2244384	chr5:164597000-164598000	1	1	1
cicero	pos	2245417	chr5:165630000-165631000	0	0	0
cicero	pos	2247834	chr5:168047000-168048000	0	1	0
cicero	pos	2248006	chr5:168219000-168220000	0	0	0
cicero	pos	2248007	chr5:168220000-168221000	1	1	1
cicero	pos	2248273	chr5:168486000-168487000	1	1	4.5191
cicero	pos	2248535	chr5:168748000-168749000	1	1	1
cicero	pos	2248734	chr5:168947000-168948000	0	0	0
cicero	pos	2249767	chr5:169980000-169981000	0	1	0
cicero	pos	2249857	chr5:170070000-170071000	0	1	0
cicero	pos	2249858	chr5:170071000-170072000	1	1	2
cicero	pos	2249971	chr5:170184000-170185000	0	1	0
cicero	pos	2250003	chr5:170216000-170217000	0	0	0
cicero	pos	2250054	chr5:170267000-170268000	1	1	1
cicero	pos	2250055	chr5:170268000-170269000	1	1	2
cicero	pos	2250222	chr5:170435000-170436000	1	1	1
cicero	pos	2250390	chr5:170603000-170604000	0	0	0
cicero	pos	2250391	chr5:170604000-170605000	0	0	0
cicero	pos	2250410	chr5:170623000-170624000	1	1	2
cicero	pos	2250420	chr5:170633000-170634000	1	1	1
cicero	pos	2250425	chr5:170638000-170639000	1	1	4
cicero	pos	2250426	chr5:170639000-170640000	0	1	0
cicero	pos	2250531	chr5:170744000-170745000	0	0	0
cicero	pos	2250534	chr5:170747000-170748000	1	1	2
cicero	pos	2250535	chr5:170748000-170749000	0	0	0
cicero	pos	2250683	chr5:170896000-170897000	0	1	0
cicero	pos	2251060	chr5:171273000-171274000	0	1	0
cicero	pos	2251152	chr5:171365000-171366000	1	1	1
cicero	pos	2251699	chr5:171912000-171913000	1	1	1
cicero	pos	2251893	chr5:172106000-172107000	1	1	1
cicero	pos	2251894	chr5:172107000-172108000	1	1	1
cicero	pos	2251975	chr5:172188000-172189000	1	1	2.73943
cicero	pos	2252070	chr5:172283000-172284000	1	1	10.6751
cicero	pos	2252080	chr5:172293000-172294000	1	1	1
cicero	pos	2252157	chr5:172370000-172371000	0	1	0
cicero	pos	2252238	chr5:172451000-172452000	0	1	0
cicero	pos	2252249	chr5:172462000-172463000	1	1	1
cicero	pos	2252266	chr5:172479000-172480000	0	0	0
cicero	pos	2252433	chr5:172646000-172647000	1	1	6.2509
cicero	pos	2252434	chr5:172647000-172648000	0	1	0
cicero	pos	2252494	chr5:172707000-172708000	1	1	4.36338
cicero	pos	2252500	chr5:172713000-172714000	0	1	0
cicero	pos	2252501	chr5:172714000-172715000	1	1	1
cicero	pos	2252502	chr5:172715000-172716000	0	0	0
cicero	pos	2252503	chr5:172716000-172717000	1	1	4.26674
cicero	pos	2252504	chr5:172717000-172718000	1	1	1
cicero	pos	2252559	chr5:172772000-172773000	1	1	10.0451
cicero	pos	2252719	chr5:172932000-172933000	1	1	3.14447
cicero	pos	2252746	chr5:172959000-172960000	1	1	5.33953
cicero	pos	2252931	chr5:173144000-173145000	1	1	1
cicero	pos	2252953	chr5:173166000-173167000	1	1	2.70121
cicero	pos	2253070	chr5:173283000-173284000	1	1	1
cicero	pos	2253071	chr5:173284000-173285000	1	1	2
cicero	pos	2253081	chr5:173294000-173295000	1	1	1
cicero	pos	2253118	chr5:173331000-173332000	1	1	5.91458
cicero	pos	2253119	chr5:173332000-173333000	1	1	1
cicero	pos	2253360	chr5:173573000-173574000	1	1	2.75359
cicero	pos	2253368	chr5:173581000-173582000	0	1	0
cicero	pos	2253369	chr5:173582000-173583000	0	1	0
cicero	pos	2253379	chr5:173592000-173593000	1	1	1
cicero	pos	2253760	chr5:173973000-173974000	1	1	3.69782
cicero	pos	2253832	chr5:174045000-174046000	0	1	0
cicero	pos	2254104	chr5:174317000-174318000	1	1	1
cicero	pos	2254206	chr5:174419000-174420000	1	1	1
cicero	pos	2254523	chr5:174736000-174737000	1	1	1
cicero	pos	2254603	chr5:174816000-174817000	0	1	0
cicero	pos	2254604	chr5:174817000-174818000	1	1	1
cicero	pos	2254697	chr5:174910000-174911000	0	0	0
cicero	pos	2254722	chr5:174935000-174936000	0	1	0
cicero	pos	2254723	chr5:174936000-174937000	0	1	0
cicero	pos	2254738	chr5:174951000-174952000	0	1	0
cicero	pos	2255231	chr5:175444000-175445000	0	1	0
cicero	pos	2255321	chr5:175534000-175535000	1	1	2
cicero	pos	2255483	chr5:175696000-175697000	0	0	0
cicero	pos	2255516	chr5:175729000-175730000	0	1	0
cicero	pos	2255517	chr5:175730000-175731000	0	1	0
cicero	pos	2256361	chr5:176574000-176575000	0	1	0
cicero	pos	2256365	chr5:176578000-176579000	1	1	1
cicero	pos	2256445	chr5:176658000-176659000	0	0	0
cicero	pos	2256447	chr5:176660000-176661000	1	1	3.44464
cicero	pos	2256448	chr5:176661000-176662000	0	1	0
cicero	pos	2256605	chr5:176818000-176819000	1	1	1
cicero	pos	2256858	chr5:177071000-177072000	1	1	4.83874
cicero	pos	2256859	chr5:177072000-177073000	1	1	1
cicero	pos	2256900	chr5:177113000-177114000	1	1	1
cicero	pos	2256901	chr5:177114000-177115000	1	1	1
cicero	pos	2257096	chr5:177309000-177310000	1	1	8.28781
cicero	pos	2257104	chr5:177317000-177318000	1	1	1
cicero	pos	2257105	chr5:177318000-177319000	0	1	0
cicero	pos	2257189	chr5:177402000-177403000	1	1	5.76033
cicero	pos	2257190	chr5:177403000-177404000	1	1	1
cicero	pos	2257191	chr5:177404000-177405000	1	1	6.67082
cicero	pos	2257241	chr5:177454000-177455000	1	1	10.3264
cicero	pos	2257242	chr5:177455000-177456000	1	1	10.285
cicero	pos	2257243	chr5:177456000-177457000	1	1	10.8154
cicero	pos	2257244	chr5:177457000-177458000	1	1	11.2117
cicero	pos	2257278	chr5:177491000-177492000	1	1	8.22297
cicero	pos	2257287	chr5:177500000-177501000	0	1	0
cicero	pos	2257288	chr5:177501000-177502000	1	1	2.7885
cicero	pos	2257348	chr5:177561000-177562000	0	1	0
cicero	pos	2257394	chr5:177607000-177608000	1	1	1
cicero	pos	2257849	chr5:178062000-178063000	1	1	1
cicero	pos	2257863	chr5:178076000-178077000	1	1	1
cicero	pos	2257933	chr5:178146000-178147000	1	1	1
cicero	pos	2258067	chr5:178280000-178281000	1	1	4.11753
cicero	pos	2258377	chr5:178590000-178591000	0	1	0
cicero	pos	2258517	chr5:178730000-178731000	1	1	3.13829
cicero	pos	2258626	chr5:178839000-178840000	0	1	0
cicero	pos	2259914	chr5:180127000-180128000	1	1	1
cicero	pos	2260080	chr5:180293000-180294000	1	1	2
cicero	pos	2260102	chr5:180315000-180316000	1	1	2.48941
cicero	pos	2260103	chr5:180316000-180317000	1	1	1
cicero	pos	2260257	chr5:180470000-180471000	0	1	0
cicero	pos	2260258	chr5:180471000-180472000	1	1	6.21771
cicero	pos	2260393	chr5:180606000-180607000	0	0	0
cicero	pos	2260405	chr5:180618000-180619000	0	1	0
cicero	pos	2260406	chr5:180619000-180620000	1	1	3.78906
cicero	pos	2260457	chr5:180670000-180671000	1	1	7.56769
cicero	pos	2260571	chr5:180784000-180785000	1	1	7.55326
cicero	pos	2260656	chr5:180869000-180870000	0	1	0
cicero	pos	2260946	chr5:181159000-181160000	1	1	1
cicero	pos	2261514	chr6:188000-189000	1	1	2
cicero	pos	2261515	chr6:189000-190000	1	1	1
cicero	pos	2261543	chr6:217000-218000	0	1	0
cicero	pos	2262048	chr6:722000-723000	0	1	0
cicero	pos	2262113	chr6:787000-788000	0	1	0
cicero	pos	2262238	chr6:912000-913000	0	0	0
cicero	pos	2262239	chr6:913000-914000	0	0	0
cicero	pos	2262707	chr6:1381000-1382000	1	1	1
cicero	pos	2262708	chr6:1382000-1383000	1	1	2.73242
cicero	pos	2262722	chr6:1396000-1397000	0	0	0
cicero	pos	2262723	chr6:1397000-1398000	1	1	2
cicero	pos	2262750	chr6:1424000-1425000	1	1	5.21783
cicero	pos	2262850	chr6:1524000-1525000	0	0	0
cicero	pos	2262922	chr6:1596000-1597000	1	1	1
cicero	pos	2262930	chr6:1604000-1605000	1	1	2.50911
cicero	pos	2263535	chr6:2209000-2210000	1	1	1
cicero	pos	2263831	chr6:2505000-2506000	1	1	3.05651
cicero	pos	2263960	chr6:2634000-2635000	1	1	10.2766
cicero	pos	2264064	chr6:2738000-2739000	0	1	0
cicero	pos	2264278	chr6:2952000-2953000	1	1	7.23124
cicero	pos	2264452	chr6:3126000-3127000	1	1	3.47844
cicero	pos	2264577	chr6:3251000-3252000	1	1	1
cicero	pos	2264736	chr6:3410000-3411000	0	1	0
cicero	pos	2264737	chr6:3411000-3412000	0	0	0
cicero	pos	2265068	chr6:3742000-3743000	1	1	3.30872
cicero	pos	2265259	chr6:3933000-3934000	0	0	0
cicero	pos	2265304	chr6:3978000-3979000	1	1	1
cicero	pos	2265316	chr6:3990000-3991000	0	1	0
cicero	pos	2265317	chr6:3991000-3992000	1	1	3
cicero	pos	2266329	chr6:5003000-5004000	1	1	3.30611
cicero	pos	2266330	chr6:5004000-5005000	0	0	0
cicero	pos	2266383	chr6:5057000-5058000	0	0	0
cicero	pos	2266540	chr6:5214000-5215000	0	1	0
cicero	pos	2266705	chr6:5379000-5380000	0	0	0
cicero	pos	2266748	chr6:5422000-5423000	0	1	0
cicero	pos	2266796	chr6:5470000-5471000	0	1	0
cicero	pos	2266797	chr6:5471000-5472000	1	1	1
cicero	pos	2267641	chr6:6315000-6316000	1	1	1
cicero	pos	2267820	chr6:6494000-6495000	0	1	0
cicero	pos	2267821	chr6:6495000-6496000	0	0	0
cicero	pos	2267873	chr6:6547000-6548000	1	1	1
cicero	pos	2267883	chr6:6557000-6558000	1	1	1
cicero	pos	2268002	chr6:6676000-6677000	1	1	1
cicero	pos	2268003	chr6:6677000-6678000	0	1	0
cicero	pos	2268022	chr6:6696000-6697000	0	1	0
cicero	pos	2268023	chr6:6697000-6698000	1	1	1
cicero	pos	2268114	chr6:6788000-6789000	1	1	1
cicero	pos	2268601	chr6:7275000-7276000	1	1	1
cicero	pos	2268602	chr6:7276000-7277000	1	1	2
cicero	pos	2269916	chr6:8590000-8591000	0	1	0
cicero	pos	2270309	chr6:8983000-8984000	1	1	3.32251
cicero	pos	2270739	chr6:9413000-9414000	0	1	0
cicero	pos	2271791	chr6:10465000-10466000	0	1	0
cicero	pos	2272127	chr6:10801000-10802000	0	1	0
cicero	pos	2272280	chr6:10954000-10955000	1	1	2.85625
cicero	pos	2272370	chr6:11044000-11045000	1	1	6
cicero	pos	2272470	chr6:11144000-11145000	1	1	3
cicero	pos	2272498	chr6:11172000-11173000	1	1	1
cicero	pos	2272901	chr6:11575000-11576000	0	1	0
cicero	pos	2273476	chr6:12150000-12151000	0	1	0
cicero	pos	2273477	chr6:12151000-12152000	0	0	0
cicero	pos	2273560	chr6:12234000-12235000	0	0	0
cicero	pos	2273615	chr6:12289000-12290000	0	1	0
cicero	pos	2273830	chr6:12504000-12505000	0	1	0
cicero	pos	2273963	chr6:12637000-12638000	0	1	0
cicero	pos	2273964	chr6:12638000-12639000	0	1	0
cicero	pos	2274662	chr6:13336000-13337000	1	1	1
cicero	pos	2274950	chr6:13624000-13625000	1	1	1
cicero	pos	2274951	chr6:13625000-13626000	1	1	3.86586
cicero	pos	2275121	chr6:13795000-13796000	0	1	0
cicero	pos	2275470	chr6:14144000-14145000	0	0	0
cicero	pos	2275471	chr6:14145000-14146000	0	1	0
cicero	pos	2276767	chr6:15441000-15442000	0	1	0
cicero	pos	2276817	chr6:15491000-15492000	1	1	1
cicero	pos	2277017	chr6:15691000-15692000	1	1	1
cicero	pos	2277455	chr6:16129000-16130000	1	1	3.62034
cicero	pos	2277642	chr6:16316000-16317000	1	1	1
cicero	pos	2277657	chr6:16331000-16332000	1	1	1
cicero	pos	2277735	chr6:16409000-16410000	0	1	0
cicero	pos	2277736	chr6:16410000-16411000	0	0	0
cicero	pos	2278096	chr6:16770000-16771000	1	1	1
cicero	pos	2278097	chr6:16771000-16772000	1	1	1
cicero	pos	2278419	chr6:17093000-17094000	0	1	0
cicero	pos	2278910	chr6:17584000-17585000	1	1	1
cicero	pos	2279130	chr6:17804000-17805000	0	1	0
cicero	pos	2279141	chr6:17815000-17816000	0	0	0
cicero	pos	2279830	chr6:18504000-18505000	0	1	0
cicero	pos	2279922	chr6:18596000-18597000	0	1	0
cicero	pos	2280149	chr6:18823000-18824000	0	1	0
cicero	pos	2280150	chr6:18824000-18825000	0	0	0
cicero	pos	2280316	chr6:18990000-18991000	0	1	0
cicero	pos	2280323	chr6:18997000-18998000	0	1	0
cicero	pos	2281138	chr6:19812000-19813000	0	1	0
cicero	pos	2281177	chr6:19851000-19852000	0	1	0
cicero	pos	2281178	chr6:19852000-19853000	1	1	1
cicero	pos	2281730	chr6:20404000-20405000	0	0	0
cicero	pos	2285685	chr6:24359000-24360000	1	1	5.31476
cicero	pos	2285686	chr6:24360000-24361000	1	1	2
cicero	pos	2285846	chr6:24520000-24521000	1	1	1
cicero	pos	2285847	chr6:24521000-24522000	1	1	1
cicero	pos	2285993	chr6:24667000-24668000	1	1	2.43911
cicero	pos	2286396	chr6:25070000-25071000	1	1	3.08893
cicero	pos	2286397	chr6:25071000-25072000	0	0	0
cicero	pos	2286549	chr6:25223000-25224000	1	1	1
cicero	pos	2286882	chr6:25556000-25557000	1	1	4.02918
cicero	pos	2287046	chr6:25720000-25721000	0	1	0
cicero	pos	2287318	chr6:25992000-25993000	1	1	8.71736
cicero	pos	2287329	chr6:26003000-26004000	1	1	1
cicero	pos	2287391	chr6:26065000-26066000	0	1	0
cicero	pos	2287392	chr6:26066000-26067000	0	1	0
cicero	pos	2287648	chr6:26322000-26323000	1	1	7.63815
cicero	pos	2287921	chr6:26595000-26596000	1	1	5.71766
cicero	pos	2287922	chr6:26596000-26597000	1	1	5.67344
cicero	pos	2288453	chr6:27127000-27128000	0	0	0
cicero	pos	2288484	chr6:27158000-27159000	1	1	2.44464
cicero	pos	2288638	chr6:27312000-27313000	1	1	1
cicero	pos	2288639	chr6:27313000-27314000	1	1	1
cicero	pos	2289013	chr6:27687000-27688000	1	1	4
cicero	pos	2289221	chr6:27895000-27896000	1	1	7.71287
cicero	pos	2290010	chr6:28684000-28685000	0	1	0
cicero	pos	2290164	chr6:28838000-28839000	0	1	0
cicero	pos	2290165	chr6:28839000-28840000	0	0	0
cicero	pos	2290343	chr6:29017000-29018000	0	0	0
cicero	pos	2290915	chr6:29589000-29590000	0	0	0
cicero	pos	2290975	chr6:29649000-29650000	0	1	0
cicero	pos	2290976	chr6:29650000-29651000	0	0	0
cicero	pos	2291028	chr6:29702000-29703000	0	0	0
cicero	pos	2291064	chr6:29738000-29739000	0	0	0
cicero	pos	2291079	chr6:29753000-29754000	0	0	0
cicero	pos	2291160	chr6:29834000-29835000	0	1	0
cicero	pos	2291161	chr6:29835000-29836000	0	0	0
cicero	pos	2291174	chr6:29848000-29849000	0	0	0
cicero	pos	2291363	chr6:30037000-30038000	0	1	0
cicero	pos	2291457	chr6:30131000-30132000	0	1	0
cicero	pos	2291545	chr6:30219000-30220000	0	1	0
cicero	pos	2291779	chr6:30453000-30454000	0	1	0
cicero	pos	2291780	chr6:30454000-30455000	0	0	0
cicero	pos	2291867	chr6:30541000-30542000	0	1	0
cicero	pos	2291923	chr6:30597000-30598000	0	1	0
cicero	pos	2292004	chr6:30678000-30679000	0	1	0
cicero	pos	2292005	chr6:30679000-30680000	0	1	0
cicero	pos	2292048	chr6:30722000-30723000	0	0	0
cicero	pos	2292203	chr6:30877000-30878000	0	1	0
cicero	pos	2292204	chr6:30878000-30879000	0	0	0
cicero	pos	2292268	chr6:30942000-30943000	0	1	0
cicero	pos	2292269	chr6:30943000-30944000	0	0	0
cicero	pos	2292394	chr6:31068000-31069000	0	0	0
cicero	pos	2292395	chr6:31069000-31070000	0	0	0
cicero	pos	2292405	chr6:31079000-31080000	0	1	0
cicero	pos	2292406	chr6:31080000-31081000	0	0	0
cicero	pos	2292454	chr6:31128000-31129000	0	1	0
cicero	pos	2292722	chr6:31396000-31397000	1	1	1
cicero	pos	2292723	chr6:31397000-31398000	0	0	0
cicero	pos	2292725	chr6:31399000-31400000	0	1	0
cicero	pos	2292767	chr6:31441000-31442000	0	1	0
cicero	pos	2292817	chr6:31491000-31492000	0	0	0
cicero	pos	2292818	chr6:31492000-31493000	0	0	0
cicero	pos	2292819	chr6:31493000-31494000	0	1	0
cicero	pos	2292820	chr6:31494000-31495000	0	1	0
cicero	pos	2292906	chr6:31580000-31581000	0	1	0
cicero	pos	2292907	chr6:31581000-31582000	0	1	0
cicero	pos	2292924	chr6:31598000-31599000	0	1	0
cicero	pos	2293095	chr6:31769000-31770000	0	0	0
cicero	pos	2293096	chr6:31770000-31771000	0	0	0
cicero	pos	2293121	chr6:31795000-31796000	0	1	0
cicero	pos	2293122	chr6:31796000-31797000	0	1	0
cicero	pos	2293374	chr6:32048000-32049000	0	1	0
cicero	pos	2293570	chr6:32244000-32245000	0	0	0
cicero	pos	2293571	chr6:32245000-32246000	1	1	1
cicero	pos	2293739	chr6:32413000-32414000	0	0	0
cicero	pos	2293741	chr6:32415000-32416000	0	1	0
cicero	pos	2293948	chr6:32622000-32623000	0	1	0
cicero	pos	2294018	chr6:32692000-32693000	0	1	0
cicero	pos	2294164	chr6:32838000-32839000	0	0	0
cicero	pos	2294259	chr6:32933000-32934000	0	1	0
cicero	pos	2294273	chr6:32947000-32948000	0	1	0
cicero	pos	2294274	chr6:32948000-32949000	0	1	0
