clique_id	n_regions	chromosome	span_bp	region_types	genes	min_pair_score	mean_pair_score	max_pair_p	max_pair_fdr	density	states	regions
C00276	3	chr11	784935	distal:1;proximal:2	GAL;KMT5B	0.059318	0.106165	5.02443e-07	6.82228e-05	1.0	.	chr11:68213607-68213857;chr11:68684419-68684628;chr11:68998392-68998542
C00277	3	chr3	468728	distal:2;proximal:1	SLC25A36	0.043418	0.052318	0.00020309	0.0209432	1.0	.	chr3:140941520-140941978;chr3:141077072-141077481;chr3:141409951-141410248
C00278	3	chr9	961440	distal:3;proximal:0	.	0.048688	0.217121	3.37349e-05	0.00385369	1.0	.	chr9:19517642-19517820;chr9:20306335-20306485;chr9:20478862-20479082
C00279	3	chr9	944906	distal:2;proximal:1	ENSG00000228395;SPTAN1	0.044116	0.159845	0.000161859	0.0169054	1.0	.	chr9:128552034-128552768;chr9:128887876-128888026;chr9:129496790-129496940
C00280	3	chr11	857823	distal:3;proximal:0	.	0.044698	0.115376	0.000133647	0.0141158	1.0	.	chr11:61567218-61567805;chr11:61715968-61716118;chr11:62424819-62425041
C00281	3	chr11	209606	distal:3;proximal:0	.	0.046379	0.078928	7.58419e-05	0.00829348	1.0	.	chr11:61567218-61567805;chr11:61715968-61716118;chr11:61776612-61776824
C00282	3	chr12	376458	distal:2;proximal:1	ENSG00000255992;PUS1	0.043085	0.118884	0.000226041	0.0231805	1.0	.	chr12:131865177-131865327;chr12:131928478-131928628;chr12:132241246-132241635
C00283	3	chr22	92375	distal:2;proximal:1	MCM5	0.094889	0.165791	1.22125e-15	2.75551e-13	1.0	.	chr22:35399818-35400160;chr22:35444526-35444676;chr22:35491520-35492193
C00284	3	chr6	543736	distal:3;proximal:0	.	0.059815	0.263302	4.04808e-07	5.54414e-05	1.0	.	chr6:132798441-132798591;chr6:132799795-132799945;chr6:133341978-133342177
C00285	3	chr12	109105	distal:2;proximal:1	FKBP4	0.044226	0.093507	0.000156146	0.0163472	1.0	.	chr12:2794826-2795182;chr12:2853694-2853869;chr12:2903781-2903931
C00286	3	chr16	719825	distal:1;proximal:2	CORO1A;ITGAL	0.186251	0.250547	0	0	1.0	.	chr16:30182860-30183159;chr16:30473200-30473388;chr16:30902450-30902685
C00287	3	chr21	282695	distal:3;proximal:0	.	0.107474	0.132881	0	0	1.0	.	chr21:37282112-37282295;chr21:37338963-37339487;chr21:37564472-37564807
C00288	3	chr19	483114	distal:2;proximal:1	ZNF791	0.094464	0.198505	1.55431e-15	3.49136e-13	1.0	.	chr19:12239181-12239331;chr19:12611356-12611547;chr19:12722055-12722295
C00289	3	chr2	105608	distal:2;proximal:1	ILKAP	0.047178	0.253014	5.75318e-05	0.00637811	1.0	.	chr2:238098305-238098722;chr2:238107316-238107466;chr2:238203599-238203913
C00290	3	chr19	636254	distal:1;proximal:2	FSD1;MAP2K2	0.200211	0.240953	0	0	1.0	.	chr19:4124008-4124372;chr19:4304407-4304741;chr19:4759840-4760262
C00291	3	chr19	809126	distal:2;proximal:1	SBNO2	0.110826	0.135263	0	0	1.0	.	chr19:1044526-1044676;chr19:1174148-1174432;chr19:1853370-1853652
C00292	3	chr11	610830	distal:1;proximal:2	PNPLA2;TALDO1	0.071583	0.122573	1.46368e-09	2.39801e-07	1.0	.	chr11:208777-208974;chr11:747253-747543;chr11:819394-819607
C00293	3	chr1	386508	distal:0;proximal:3	ANGEL2;LINC02773;RPS6KC1	0.052833	0.17016	7.18467e-06	0.000878533	1.0	.	chr1:212665292-212665792;chr1:213016053-213016203;chr1:213051125-213051800
C00294	3	chr16	218922	distal:1;proximal:2	ZNF174;ZNF200;ZSCAN32	0.064765	0.129596	4.28366e-08	6.3191e-06	1.0	.	chr16:3182708-3183088;chr16:3235019-3235570;chr16:3400663-3401630
C00295	3	chr17	744033	distal:2;proximal:1	ENSG00000289453	0.050847	0.155917	1.52964e-05	0.00180874	1.0	.	chr17:20531998-20532292;chr17:20908375-20908903;chr17:21275383-21276031
C00296	3	chr19	746413	distal:3;proximal:0	.	0.05922	0.096833	5.2433e-07	7.10814e-05	1.0	.	chr19:47520944-47521219;chr19:47781739-47781915;chr19:48267057-48267357
C00297	3	chr19	473901	distal:0;proximal:3	CADM4;ENSG00000267022;ZNF222;ZNF222-DT;ZNF225-AS1	0.061235	0.158489	2.16318e-07	3.02967e-05	1.0	.	chr19:43639808-43640240;chr19:44025129-44025412;chr19:44112851-44113709
C00298	3	chr9	723349	distal:2;proximal:1	MIGA2	0.093443	0.097357	3.10862e-15	6.8988e-13	1.0	.	chr9:129036307-129036967;chr9:129737605-129737853;chr9:129759440-129759656
C00299	3	chr19	526554	distal:1;proximal:2	ZNF555;ZNF57	0.087607	0.175515	1.43108e-13	2.92782e-11	1.0	.	chr19:2841012-2841553;chr19:2900529-2901249;chr19:3367389-3367566
C00300	3	chr19	573220	distal:1;proximal:2	FAM174C;REXO1	0.061501	0.074947	1.92067e-07	2.70232e-05	1.0	.	chr19:1275711-1276038;chr19:1774844-1775139;chr19:1848295-1848931
C00301	3	chr11	553667	distal:2;proximal:1	SLC35C1	0.051945	0.171323	1.01054e-05	0.00121741	1.0	.	chr11:45251518-45251668;chr11:45624437-45624587;chr11:45804585-45805185
C00302	3	chr22	835082	distal:1;proximal:2	EP300;TNFRSF13C	0.195221	0.27662	0	0	1.0	.	chr22:41091345-41091960;chr22:41413126-41413713;chr22:41926151-41926427
C00303	3	chr2	930240	distal:1;proximal:2	CNOT9;ENSG00000268603;GMPPA;USP37	0.112797	0.169735	0	0	1.0	.	chr2:218568730-218569013;chr2:219441918-219442081;chr2:219498435-219498970
C00304	3	chr1	506163	distal:3;proximal:0	.	0.045042	0.172051	0.000119179	0.0126832	1.0	.	chr1:31431776-31432163;chr1:31937400-31937675;chr1:31937740-31937939
C00305	3	chr5	728177	distal:3;proximal:0	.	0.043992	0.045742	0.00016857	0.0175616	1.0	.	chr5:122720870-122721139;chr5:123399613-123399832;chr5:123448897-123449047
C00306	3	chr19	116811	distal:1;proximal:2	GADD45B;TIMM13	0.098527	0.163135	1.11022e-16	2.61359e-14	1.0	.	chr19:2427097-2427307;chr19:2475938-2476231;chr19:2543500-2543908
C00307	3	chr1	527442	distal:1;proximal:2	DSTYK	0.062793	0.08772	1.07032e-07	1.53158e-05	1.0	.	chr1:205210998-205211318;chr1:205211421-205211852;chr1:205738286-205738440
C00308	3	chr1	252603	distal:2;proximal:1	RUSC1-AS1	0.04324	0.153115	0.000215082	0.0221222	1.0	.	chr1:155070963-155071128;chr1:155126190-155126660;chr1:155323097-155323566
C00309	3	chr1	295716	distal:3;proximal:0	.	0.056489	0.075623	1.66228e-06	0.00021584	1.0	.	chr1:147743965-147744115;chr1:148038452-148039036;chr1:148039453-148039681
C00310	3	chr9	454966	distal:2;proximal:1	ENSG00000228395;SPTAN1	0.109241	0.2454	0	0	1.0	.	chr9:128552034-128552768;chr9:128887876-128888026;chr9:129006822-129007000
C00311	3	chr22	624167	distal:1;proximal:2	SCARF2;ZNF74	0.042037	0.101776	0.000314981	0.031694	1.0	.	chr22:19813016-19813192;chr22:20393918-20394477;chr22:20437006-20437183
C00312	3	chr16	448717	distal:0;proximal:3	RANBP10;THAP11;TPPP3;TSNAXIP1	0.048807	0.095629	3.23205e-05	0.00369975	1.0	.	chr16:67393383-67393714;chr16:67806469-67807323;chr16:67841832-67842100
C00313	3	chr1	803470	distal:2;proximal:1	C1orf56	0.050216	0.074714	1.93385e-05	0.0022647	1.0	.	chr1:151048551-151048775;chr1:151511103-151511935;chr1:151851701-151852021
C00314	3	chr10	861906	distal:1;proximal:2	ARMH3;CNNM2;ENSG00000286575	0.211446	0.251772	0	0	1.0	.	chr10:102055819-102056437;chr10:102088540-102088999;chr10:102917574-102917725
C00315	3	chr7	260863	distal:2;proximal:1	ENSG00000289346;ENSG00000290833	0.054327	0.080888	3.99519e-06	0.000500969	1.0	.	chr7:74890175-74891157;chr7:75105920-75106286;chr7:75150730-75151038
C00316	3	chr12	945538	distal:2;proximal:1	ENSG00000256028;OGFOD2	0.045699	0.08424	9.55964e-05	0.0103112	1.0	.	chr12:122029307-122029457;chr12:122190961-122191154;chr12:122974569-122974845
C00317	3	chr12	675006	distal:2;proximal:1	EMG1;ENSG00000290146;PHB2	0.049146	0.133559	2.86059e-05	0.00328949	1.0	.	chr12:6296046-6296196;chr12:6613058-6613267;chr12:6970580-6971052
C00318	3	chr7	417174	distal:2;proximal:1	ENSG00000286938;NYAP1	0.04851	0.054725	3.5949e-05	0.00409143	1.0	.	chr7:100094262-100094412;chr7:100483815-100483969;chr7:100511209-100511436
C00319	3	chr6	416776	distal:3;proximal:0	.	0.083218	0.248967	2.15206e-12	4.13054e-10	1.0	.	chr6:161286892-161287096;chr6:161656082-161656232;chr6:161703455-161703668
C00320	3	chr19	155121	distal:2;proximal:1	ZNF791	0.055617	0.06388	2.37684e-06	0.00030466	1.0	.	chr19:12611356-12611547;chr19:12722601-12722911;chr19:12765986-12766477
C00321	3	chr22	491104	distal:2;proximal:1	L3MBTL2	0.044732	0.059041	0.000132135	0.0139667	1.0	.	chr22:41021921-41022112;chr22:41205061-41205396;chr22:41512865-41513025
C00322	3	chr10	826793	distal:1;proximal:2	EIF3A;ENSG00000289126;PRDX3	0.063872	0.175794	6.50804e-08	9.47052e-06	1.0	.	chr10:119081303-119081457;chr10:119178719-119178975;chr10:119907870-119908096
C00323	3	chrX	714317	distal:1;proximal:2	CCDC22;EBP;ENSG00000286268	0.091029	0.095975	1.57652e-14	3.392e-12	1.0	.	chrX:48521594-48522111;chrX:48597318-48597597;chrX:49235397-49235911
C00324	3	chr22	115190	distal:2;proximal:1	PPARA	0.044913	0.065603	0.000124424	0.0132084	1.0	.	chr22:46035637-46036570;chr22:46071545-46071750;chr22:46150677-46150827
C00325	3	chr14	126955	distal:2;proximal:1	ARID4A;ARMH4;PSMA3-AS1	0.050381	0.089781	1.81935e-05	0.00213536	1.0	.	chr14:58171032-58171346;chr14:58224843-58225011;chr14:58297782-58297987
C00326	3	chr13	706182	distal:0;proximal:3	ABCC4;TGDS	0.041331	0.109292	0.000392213	0.0389383	1.0	.	chr13:94595711-94595951;chr13:94596038-94596472;chr13:95301368-95301893
C00327	3	chr16	585399	distal:2;proximal:1	HSD3B7	0.059666	0.114426	4.31959e-07	5.90067e-05	1.0	.	chr16:30400112-30400842;chr16:30775896-30776096;chr16:30985023-30985511
C00328	3	chr19	848714	distal:2;proximal:1	BCKDHA;EXOSC5	0.178486	0.212024	0	0	1.0	.	chr19:40549248-40549529;chr19:40715035-40715206;chr19:41397720-41397962
C00329	3	chr19	821208	distal:0;proximal:3	ENSG00000267022;NECTIN2;ZNF222;ZNF222-DT;ZNF225-AS1	0.047498	0.144201	5.1444e-05	0.00574574	1.0	.	chr19:44025129-44025412;chr19:44112851-44113709;chr19:44845610-44846337
C00330	3	chr19	573410	distal:1;proximal:2	LHB;NOSIP;PRR12	0.042225	0.066308	0.000296888	0.0299551	1.0	.	chr19:49017818-49018204;chr19:49403501-49404302;chr19:49591046-49591228
C00331	3	chr9	75846	distal:1;proximal:2	C9orf40;CARNMT1;CARNMT1-AS1	0.07908	0.0828	2.44432e-11	4.43633e-09	1.0	.	chr9:74952265-74953045;chr9:74959300-74959462;chr9:75027860-75028111
C00332	3	chr1	785676	distal:1;proximal:2	FAM131C;FBXO42;SZRD1	0.053817	0.129198	4.88943e-06	0.000607462	1.0	.	chr1:16073489-16073783;chr1:16352190-16352892;chr1:16859015-16859165
C00333	3	chr5	246113	distal:3;proximal:0	.	0.061493	0.246429	1.92762e-07	2.71141e-05	1.0	.	chr5:154159413-154159563;chr5:154352604-154352754;chr5:154405283-154405526
C00334	3	chr6	319488	distal:3;proximal:0	.	0.135259	0.247057	0	0	1.0	.	chr6:27785323-27785473;chr6:27791285-27791472;chr6:28104418-28104811
C00335	3	chr14	503372	distal:2;proximal:1	AHNAK2	0.109587	0.126842	0	0	1.0	.	chr14:104978077-104978558;chr14:105045710-105045994;chr14:105480812-105481449
C00336	3	chr5	332722	distal:2;proximal:1	CLTB	0.053174	0.084731	6.29097e-06	0.000773866	1.0	.	chr5:176416435-176417012;chr5:176573901-176574299;chr5:176748775-176749157
C00337	3	chr5	323318	distal:1;proximal:2	HDAC3;PCDH1;RELL2	0.106786	0.149972	0	0	1.0	.	chr5:141637736-141637898;chr5:141878123-141878523;chr5:141960840-141961054
C00338	3	chr19	163499	distal:2;proximal:1	PRMT1	0.042992	0.050546	0.000232869	0.0238344	1.0	.	chr19:49513033-49513248;chr19:49534056-49534481;chr19:49676257-49676532
C00339	3	chr19	832279	distal:2;proximal:1	ISYNA1	0.113622	0.149457	0	0	1.0	.	chr19:17605730-17606797;chr19:18410682-18410832;chr19:18437827-18438009
C00340	3	chr1	618244	distal:1;proximal:2	EFNA1;KRTCAP2;TRIM46	0.0834	0.134847	1.92801e-12	3.70952e-10	1.0	.	chr1:155127596-155127965;chr1:155173156-155173546;chr1:155745318-155745840
C00341	3	chr1	696087	distal:2;proximal:1	RNF11	0.05746	0.099302	1.10971e-06	0.000146164	1.0	.	chr1:51236142-51236365;chr1:51729282-51730201;chr1:51932045-51932229
C00342	3	chr12	589991	distal:1;proximal:2	BCDIN3D;SMARCD1	0.045625	0.056448	9.79959e-05	0.0105474	1.0	.	chr12:49842777-49843282;chr12:50084959-50085858;chr12:50432572-50432768
C00343	3	chr1	729954	distal:3;proximal:0	.	0.178262	0.179968	0	0	1.0	.	chr1:63173130-63173637;chr1:63836921-63837119;chr1:63902933-63903084
C00344	3	chr2	51785	distal:0;proximal:3	ANKZF1;ATG9A;CNPPD1	0.117028	0.215563	0	0	1.0	.	chr2:219178086-219178709;chr2:219229253-219229483;chr2:219229571-219229871
C00345	3	chr16	540202	distal:1;proximal:2	HSD3B7;SEPHS2	0.050204	0.092535	1.94293e-05	0.00227485	1.0	.	chr16:30445309-30445974;chr16:30775896-30776096;chr16:30985023-30985511
C00346	3	chr9	577169	distal:1;proximal:2	C9orf78;TOR1B;USP20	0.062551	0.081509	1.19531e-07	1.70406e-05	1.0	.	chr9:129258359-129258789;chr9:129802959-129803554;chr9:129835105-129835528
C00347	3	chr19	395221	distal:1;proximal:2	APBA3;FZR1;MRPL54	0.073053	0.104383	6.77145e-10	1.13405e-07	1.0	.	chr19:3366905-3367288;chr19:3505795-3506385;chr19:3761922-3762126
C00348	3	chr9	551094	distal:2;proximal:1	UAP1L1	0.087806	0.186708	1.26121e-13	2.59082e-11	1.0	.	chr9:136526418-136526568;chr9:137068278-137068456;chr9:137077283-137077512
C00349	3	chr6	516379	distal:1;proximal:2	H4C1;HMGN4	0.043864	0.058008	0.000175738	0.0182671	1.0	.	chr6:26021380-26021881;chr6:26341504-26342121;chr6:26537317-26537759
C00350	3	chr4	670309	distal:3;proximal:0	.	0.052098	0.28257	9.53202e-06	0.00115058	1.0	.	chr4:172611166-172611435;chr4:172832542-172832692;chr4:173281274-173281475
C00351	3	chr1	738648	distal:1;proximal:2	PHACTR4;RPA2	0.046286	0.092092	7.82994e-05	0.00854702	1.0	.	chr1:27631923-27632134;chr1:27914455-27915222;chr1:28369492-28370571
C00352	3	chr7	850930	distal:2;proximal:1	ENSG00000290065	0.274622	0.342722	0	0	1.0	.	chr7:42038176-42038326;chr7:42493925-42494147;chr7:42888956-42889106
C00353	3	chr7	412515	distal:3;proximal:0	.	0.05333	0.088133	5.91923e-06	0.000730001	1.0	.	chr7:102278444-102278594;chr7:102496498-102497066;chr7:102690700-102690959
C00354	3	chr8	419904	distal:0;proximal:3	ADCK5;RPL8;ZNF34	0.069614	0.087755	4.01411e-09	6.39124e-07	1.0	.	chr8:144372713-144373101;chr8:144786713-144787092;chr8:144792384-144792617
C00355	3	chr1	476370	distal:2;proximal:1	ENSG00000290115	0.050955	0.06418	1.46929e-05	0.00174053	1.0	.	chr1:160951486-160951710;chr1:161166991-161167156;chr1:161427677-161427856
