peak	degree	kcore	n_cliques	n_modules	types	genes	states
chr1:10494728-10495007	2	1	0	0	distal	.	.
chr1:10495082-10495302	1	1	0	0	distal	.	.
chr1:1058308-1058468	2	1	0	0	distal	.	.
chr1:1063805-1064095	3	2	1	1	proximal	ENSG00000273443	.
chr1:108000579-108000729	1	1	0	0	distal	.	.
chr1:1080203-1080390	1	1	0	0	distal	.	.
chr1:108182519-108182670	2	1	0	0	distal	.	.
chr1:108559806-108560118	2	1	0	0	proximal	FAM102B	.
chr1:10866882-10867032	1	1	0	0	distal	.	.
chr1:108714689-108714994	1	1	0	0	distal	.	.
chr1:108773263-108773414	1	1	0	0	distal	.	.
chr1:108806954-108807113	1	1	0	0	distal	.	.
chr1:108816442-108816735	1	1	0	0	distal	.	.
chr1:108876532-108877556	1	1	0	0	distal	.	.
chr1:109041853-109042497	3	1	0	0	proximal	WDR47	.
chr1:109055885-109056071	1	1	0	0	distal	.	.
chr1:109090408-109091045	1	1	0	0	proximal	TMEM167B,TMEM167B-DT	.
chr1:109099343-109099496	1	1	0	0	proximal	ENSG00000270066	.
chr1:109149419-109149615	2	1	0	0	distal	.	.
chr1:109197451-109197792	1	1	0	0	distal	.	.
chr1:109213699-109214513	1	1	0	0	proximal	SARS1	.
chr1:109249400-109249625	1	1	0	0	proximal	CELSR2	.
chr1:109263663-109263912	1	1	0	0	distal	.	.
chr1:109277469-109277631	3	2	1	1	distal	.	.
chr1:109282884-109283827	1	1	0	0	proximal	PSRC1	.
chr1:109357614-109357840	1	1	0	0	distal	.	.
chr1:109397889-109398338	1	1	0	0	proximal	SORT1	.
chr1:109426027-109426960	1	1	0	0	proximal	PSMA5	.
chr1:109466360-109466517	1	1	0	0	proximal	SYPL2	.
chr1:109466616-109466915	1	1	0	0	proximal	SYPL2	.
chr1:109483697-109484305	1	1	0	0	proximal	ATXN7L2	.
chr1:109494199-109494628	1	1	0	0	proximal	CYB561D1	.
chr1:109509328-109510011	2	2	1	1	proximal	AMIGO1	.
chr1:109532410-109532639	1	1	0	0	distal	.	.
chr1:109532854-109533118	2	1	0	0	distal	.	.
chr1:109547994-109548192	1	1	0	0	proximal	ENSG00000290117,GNAI3	.
chr1:109548479-109548731	1	1	0	0	proximal	ENSG00000290117,GNAI3	.
chr1:109548840-109549349	1	1	0	0	proximal	ENSG00000290117,GNAI3	.
chr1:10961103-10961264	2	1	0	0	distal	.	.
chr1:109620804-109621085	3	1	0	0	distal	.	.
chr1:109643865-109644097	1	1	0	0	distal	.	.
chr1:109668351-109668501	1	1	0	0	proximal	GSTM2	.
chr1:109716997-109717171	1	1	0	0	distal	.	.
chr1:10973549-10973699	1	1	0	0	distal	.	.
chr1:109740970-109741120	1	1	0	0	proximal	GSTM3	.
chr1:109792142-109792384	3	1	0	0	distal	.	.
chr1:109910570-109911175	5	2	1	1	proximal	CSF1	.
chr1:109931230-109931579	1	1	0	0	distal	.	.
chr1:110034422-110035334	1	1	0	0	distal	.	.
chr1:110106168-110106399	1	1	0	0	distal	.	.
chr1:11012164-11012457	2	1	0	0	proximal	TARDBP	.
chr1:11012522-11013188	1	1	0	0	proximal	TARDBP	.
chr1:110209710-110210613	2	1	0	0	proximal	KCNC4,KCNC4-DT	.
chr1:110312648-110312842	1	1	0	0	distal	.	.
chr1:110338748-110339507	2	1	0	0	proximal	RBM15,RBM15-AS1	.
chr1:110407350-110408024	1	1	0	0	proximal	LAMTOR5	.
chr1:110433879-110434029	3	1	0	0	distal	.	.
chr1:110450268-110450418	2	1	0	0	proximal	PROK1	.
chr1:110466018-110466177	1	1	0	0	distal	.	.
chr1:110467801-110467988	1	1	0	0	distal	.	.
chr1:110496054-110496267	1	1	0	0	distal	.	.
chr1:110524565-110524745	1	1	0	0	distal	.	.
chr1:110550105-110550393	2	1	0	0	distal	.	.
chr1:11059482-11059634	2	1	0	0	proximal	SRM	.
chr1:11059750-11060456	2	1	0	0	proximal	SRM	.
chr1:110630810-110631038	1	1	0	0	proximal	KCNA2	.
chr1:110674500-110674765	1	1	0	0	proximal	KCNA3	.
chr1:110720678-110720835	1	1	0	0	distal	.	.
chr1:110724092-110724242	2	1	0	0	distal	.	.
chr1:110730138-110730365	1	1	0	0	distal	.	.
chr1:1108141-1108346	2	1	0	0	distal	.	.
chr1:11099319-11099509	2	1	0	0	proximal	EXOSC10,EXOSC10-AS1	.
chr1:11099766-11100085	2	1	0	0	proximal	EXOSC10,EXOSC10-AS1	.
chr1:111032341-111032524	1	1	0	0	distal	.	.
chr1:111202613-111202797	1	1	0	0	distal	.	.
chr1:111441711-111441895	1	1	0	0	proximal	ENSG00000243960	.
chr1:111592838-111593260	1	1	0	0	distal	.	.
chr1:111599776-111600002	1	1	0	0	distal	.	.
chr1:111619563-111620112	1	1	0	0	distal	.	.
chr1:111699461-111699611	1	1	0	0	distal	.	.
chr1:1122205-1122379	1	1	0	0	distal	.	.
chr1:112337019-112337272	1	1	0	0	distal	.	.
chr1:112390480-112390767	1	1	0	0	distal	.	.
chr1:112390834-112391103	1	1	0	0	distal	.	.
chr1:112395954-112396503	1	1	0	0	proximal	CTTNBP2NL	.
chr1:11262497-11262985	1	1	0	0	proximal	MTOR	.
chr1:112700683-112701085	1	1	0	0	distal	.	.
chr1:112705094-112705406	1	1	0	0	distal	.	.
chr1:112707375-112707546	1	1	0	0	proximal	RHOC	.
chr1:112716315-112716486	2	2	1	1	proximal	PPM1J-DT	.
chr1:11272898-11273629	1	1	0	0	proximal	UBIAD1	.
chr1:112986055-112986225	2	2	1	1	distal	.	.
chr1:113115174-113115420	2	2	1	1	distal	.	.
chr1:113683419-113683569	2	1	0	0	distal	.	.
chr1:113811672-113812026	1	1	0	0	proximal	ENSG00000231128,RSBN1	.
chr1:113812134-113812770	1	1	0	0	proximal	ENSG00000231128,RSBN1	.
chr1:113929176-113929707	1	1	0	0	proximal	HIPK1,HIPK1-AS1	.
chr1:113930401-113930592	1	1	0	0	distal	.	.
chr1:114134787-114134937	2	1	0	0	distal	.	.
chr1:114152627-114152777	1	1	0	0	distal	.	.
chr1:114346146-114346445	1	1	0	0	distal	.	.
chr1:114346513-114346854	2	1	0	0	distal	.	.
chr1:114581523-114581941	3	1	0	0	proximal	BCAS2	.
chr1:114717036-114717191	1	1	0	0	proximal	NRAS	.
chr1:114767100-114767357	1	1	0	0	distal	.	.
chr1:114780279-114780927	2	2	1	1	proximal	SIKE1	.
chr1:114886007-114886201	2	2	1	1	distal	.	.
chr1:115193989-115194139	1	1	0	0	distal	.	.
chr1:115337719-115337886	1	1	0	0	proximal	NGF	.
chr1:115469776-115469942	2	2	1	1	distal	.	.
chr1:115507283-115507433	1	1	0	0	distal	.	.
chr1:115513956-115514165	1	1	0	0	distal	.	.
chr1:115641597-115642054	1	1	0	0	proximal	VANGL1	.
chr1:115642367-115643016	1	1	0	0	proximal	VANGL1	.
chr1:1157372-1157580	1	1	0	0	distal	.	.
chr1:115838769-115839009	1	1	0	0	distal	.	.
chr1:115946625-115946775	1	1	0	0	distal	.	.
chr1:115975919-115976887	1	1	0	0	proximal	SLC22A15	.
chr1:115981468-115981673	1	1	0	0	distal	.	.
chr1:116168488-116168681	1	1	0	0	distal	.	.
chr1:116247220-116247370	2	1	0	0	distal	.	.
chr1:116418272-116418753	1	1	0	0	distal	.	.
chr1:116444164-116444356	1	1	0	0	distal	.	.
chr1:11654717-11654934	1	1	0	0	proximal	FBXO2,FBXO44	.
chr1:116643368-116643518	1	1	0	0	distal	.	.
chr1:116667727-116667914	1	1	0	0	proximal	IGSF3	.
chr1:11736481-11736684	2	1	0	0	proximal	AGTRAP	.
chr1:117605618-117606149	1	1	0	0	proximal	TENT5C,TENT5C-DT	.
chr1:11762025-11762228	1	1	0	0	proximal	C1orf167	.
chr1:11791325-11791532	2	1	0	0	distal	.	.
chr1:117947022-117947172	1	1	0	0	distal	.	.
chr1:118300945-118301280	1	1	0	0	distal	.	.
chr1:1183020-1183170	3	2	1	1	distal	.	.
chr1:11838723-11839012	1	1	0	0	distal	.	.
chr1:118472305-118472470	1	1	0	0	distal	.	.
chr1:11859240-11859577	1	1	0	0	proximal	NPPB	.
chr1:11909208-11909847	1	1	0	0	distal	.	.
chr1:119244366-119244767	1	1	0	0	distal	.	.
chr1:119549786-119550136	1	1	0	0	distal	.	.
chr1:119611676-119612087	1	1	0	0	distal	.	.
chr1:119613836-119614031	1	1	0	0	distal	.	.
chr1:119663253-119663403	2	1	0	0	distal	.	.
chr1:119687520-119687713	1	1	0	0	distal	.	.
chr1:119712499-119713059	2	1	0	0	distal	.	.
chr1:11979886-11980542	2	1	0	0	proximal	ENSG00000287384,MFN2	.
chr1:120176140-120176655	1	1	0	0	proximal	SEC22B	.
chr1:12018923-12019761	1	1	0	0	proximal	MIIP	.
chr1:120558355-120558922	1	1	0	0	distal	.	.
chr1:120850325-120850606	1	1	0	0	proximal	ENSG00000287979	.
chr1:12118693-12118862	1	1	0	0	distal	.	.
chr1:12236197-12236347	1	1	0	0	distal	.	.
chr1:1231890-1232389	4	3	1	1	proximal	B3GALT6,SDF4	.
chr1:12478075-12478600	1	1	0	0	distal	.	.
chr1:12539975-12540533	1	1	0	0	distal	.	.
chr1:12658684-12658834	1	1	0	0	distal	.	.
chr1:1289981-1290414	1	1	0	0	distal	.	.
chr1:1291970-1292120	1	1	0	0	distal	.	.
chr1:1307835-1308137	2	1	0	0	proximal	PUSL1	.
chr1:1324346-1324887	3	1	0	0	proximal	CPTP,INTS11	.
chr1:13469515-13469698	1	1	0	0	distal	.	.
chr1:1375153-1375627	1	1	0	0	proximal	AURKAIP1	.
chr1:1382573-1382819	3	2	1	1	distal	.	.
chr1:1407131-1407468	2	1	0	0	proximal	MRPL20	.
chr1:143184990-143185380	1	1	0	0	distal	.	.
chr1:143200139-143200471	1	1	0	0	distal	.	.
chr1:143203287-143203534	1	1	0	0	distal	.	.
chr1:143217230-143217472	1	1	0	0	distal	.	.
chr1:143222105-143222368	1	1	0	0	distal	.	.
chr1:143232922-143233213	1	1	0	0	distal	.	.
chr1:143237983-143238269	1	1	0	0	distal	.	.
chr1:143247187-143247495	1	1	0	0	distal	.	.
chr1:143252685-143253286	2	1	0	0	distal	.	.
chr1:143255507-143255796	1	1	0	0	distal	.	.
chr1:1435562-1435735	3	1	0	0	proximal	VWA1	.
chr1:143735856-143736226	1	1	0	0	proximal	ENSG00000232721	.
chr1:145093614-145094046	1	1	0	0	distal	.	.
chr1:145190130-145190376	1	1	0	0	distal	.	.
chr1:145232891-145233222	1	1	0	0	distal	.	.
chr1:145451887-145452197	1	1	0	0	distal	.	.
chr1:145465471-145465773	1	1	0	0	distal	.	.
chr1:14560774-14560924	1	1	0	0	distal	.	.
chr1:145607848-145608508	3	1	0	0	proximal	GPR89A,NBPF25P	.
chr1:145721223-145721688	1	1	0	0	distal	.	.
chr1:145773804-145773954	1	1	0	0	distal	.	.
chr1:145823776-145824270	1	1	0	0	proximal	POLR3C,RNF115	.
chr1:145824332-145824482	2	1	0	0	proximal	POLR3C,RNF115	.
chr1:145845504-145845978	2	1	0	0	proximal	NUDT17	.
chr1:145858680-145859243	2	1	0	0	proximal	PIAS3	.
chr1:145885743-145886244	2	1	0	0	proximal	ANKRD35	.
chr1:145891900-145892409	2	1	0	0	proximal	ENSG00000244619	.
chr1:145919378-145919636	1	1	0	0	proximal	PEX11B	.
chr1:145957957-145958255	1	1	0	0	proximal	LIX1L	.
chr1:145979381-145979827	3	1	0	0	distal	.	.
chr1:145996530-145997237	2	1	0	0	proximal	TXNIP	.
chr1:146037492-146037798	1	1	0	0	proximal	HJV	.
chr1:146037950-146038143	2	1	0	0	distal	.	.
chr1:146038473-146038732	1	1	0	0	distal	.	.
chr1:146039017-146039207	1	1	0	0	distal	.	.
chr1:146039382-146039568	1	1	0	0	distal	.	.
chr1:146051833-146052731	2	1	0	0	proximal	ENSG00000287190,LINC01719	.
chr1:146228762-146229454	1	1	0	0	proximal	NBPF10,NOTCH2NLA	.
chr1:146376407-146376656	3	1	0	0	distal	.	.
chr1:146387007-146387641	2	1	0	0	proximal	ENSG00000287978	.
chr1:146387904-146388183	1	1	0	0	proximal	ENSG00000287978	.
chr1:146835887-146836037	1	1	0	0	distal	.	.
chr1:147084338-147085361	1	1	0	0	distal	.	.
chr1:1471375-1471870	6	3	1	1	proximal	ATAD3B	.
chr1:1473057-1473244	2	1	0	0	distal	.	.
chr1:147327234-147327384	1	1	0	0	distal	.	.
chr1:147540863-147541551	2	1	0	0	proximal	BCL9	.
chr1:147621694-147621971	1	1	0	0	distal	.	.
chr1:147627593-147627776	1	1	0	0	distal	.	.
chr1:147640784-147641074	1	1	0	0	distal	.	.
chr1:147664054-147664285	1	1	0	0	distal	.	.
chr1:147743965-147744115	3	2	1	1	distal	.	.
chr1:147890224-147890434	1	1	0	0	distal	.	.
chr1:147928588-147928844	1	1	0	0	proximal	GPR89B	.
chr1:1479885-1480225	1	1	0	0	distal	.	.
chr1:148038452-148039036	3	2	1	1	distal	.	.
chr1:148039453-148039681	3	2	1	1	distal	.	.
chr1:148228893-148229161	1	1	0	0	distal	.	.
chr1:148254968-148255118	1	1	0	0	proximal	ENSG00000227733	.
chr1:148263147-148263977	1	1	0	0	distal	.	.
chr1:148345774-148346078	1	1	0	0	distal	.	.
chr1:148363504-148363695	1	1	0	0	distal	.	.
chr1:148387955-148388311	1	1	0	0	distal	.	.
chr1:148402311-148402781	1	1	0	0	proximal	ENSG00000291232	.
chr1:148459738-148460102	1	1	0	0	distal	.	.
chr1:148522168-148522423	1	1	0	0	distal	.	.
chr1:149176781-149177059	2	1	0	0	proximal	ENSG00000289614	.
chr1:14924258-14924408	1	1	0	0	distal	.	.
chr1:149558295-149558719	1	1	0	0	distal	.	.
chr1:149607842-149608088	1	1	0	0	proximal	ENSG00000275557	.
chr1:149636328-149637147	1	1	0	0	distal	.	.
chr1:149712770-149712959	1	1	0	0	distal	.	.
chr1:149811982-149812557	2	1	0	0	proximal	H2BC18	.
chr1:149887934-149888687	2	1	0	0	proximal	BOLA1,H2AC21	.
chr1:149899488-149899700	1	1	0	0	distal	.	.
chr1:149928181-149928489	1	1	0	0	proximal	SF3B4	.
chr1:149939086-149939355	1	1	0	0	distal	.	.
chr1:150010167-150010912	2	1	0	0	proximal	OTUD7B	.
chr1:150036211-150036415	1	1	0	0	distal	.	.
chr1:150066959-150067897	2	1	0	0	proximal	ENSG00000285184,VPS45	.
chr1:150096413-150096616	1	1	0	0	distal	.	.
chr1:150114738-150114890	1	1	0	0	distal	.	.
chr1:150149664-150150181	2	1	0	0	proximal	PLEKHO1	.
chr1:150163083-150163436	1	1	0	0	distal	.	.
chr1:150187607-150187767	1	1	0	0	distal	.	.
chr1:150217733-150217903	1	1	0	0	distal	.	.
chr1:150221157-150221505	2	1	0	0	distal	.	.
chr1:150234571-150234844	1	1	0	0	distal	.	.
chr1:150255416-150255603	1	1	0	0	distal	.	.
chr1:150259908-150260136	2	1	0	0	distal	.	.
chr1:150268942-150269229	2	1	0	0	proximal	APH1A,C1orf54	.
chr1:150281704-150281978	1	1	0	0	proximal	CIART,ENSG00000289041	.
chr1:150282244-150282549	2	1	0	0	proximal	CIART,ENSG00000289041	.
chr1:150287211-150287361	1	1	0	0	distal	.	.
chr1:150293592-150294150	1	1	0	0	proximal	MRPS21	.
chr1:150321328-150321856	2	1	0	0	proximal	PRPF3	.
chr1:150344226-150344397	1	1	0	0	distal	.	.
chr1:150364528-150364778	2	1	0	0	distal	.	.
chr1:150374258-150374511	1	1	0	0	distal	.	.
chr1:150515100-150516406	2	1	0	0	proximal	FALEC	.
chr1:150548872-150549034	1	1	0	0	proximal	ADAMTSL4	.
chr1:150549146-150549466	2	1	0	0	proximal	ADAMTSL4	.
chr1:150560029-150560210	2	1	0	0	distal	.	.
chr1:150561027-150561250	2	1	0	0	proximal	ADAMTSL4-AS1,ENSG00000289457	.
chr1:150561321-150561777	2	1	0	0	proximal	ADAMTSL4-AS1,ENSG00000289457	.
chr1:150562125-150562313	1	1	0	0	proximal	ADAMTSL4-AS1,ENSG00000289457	.
chr1:150604808-150605104	2	1	0	0	distal	.	.
chr1:150629025-150630126	2	1	0	0	proximal	ENSA,ENSG00000288880	.
chr1:150688869-150689039	1	1	0	0	distal	.	.
chr1:150697087-150697732	1	1	0	0	proximal	GOLPH3L	.
chr1:150914064-150914281	1	1	0	0	distal	.	.
chr1:150926065-150926752	1	1	0	0	proximal	SETDB1	.
chr1:150973918-150974203	2	1	0	0	proximal	CERS2,ENSG00000231073	.
chr1:150974676-150975142	2	1	0	0	proximal	CERS2	.
chr1:15099031-15099224	1	1	0	0	distal	.	.
chr1:151006605-151006999	1	1	0	0	distal	.	.
chr1:151048551-151048775	2	2	1	1	proximal	C1orf56	.
chr1:151070442-151070869	2	1	0	0	proximal	CDC42SE1,GABPB2	.
chr1:151071022-151071323	1	1	0	0	proximal	CDC42SE1,GABPB2	.
chr1:1511679-1512207	3	1	0	0	proximal	ATAD3A	.
chr1:151189814-151190337	1	1	0	0	distal	.	.
chr1:151198163-151198661	1	1	0	0	proximal	PIP5K1A	.
chr1:151327553-151327915	3	1	0	0	proximal	ENSG00000273481,PI4KB	.
chr1:151346683-151347815	1	1	0	0	proximal	RFX5,RFX5-AS1	.
chr1:151435955-151436151	1	1	0	0	distal	.	.
chr1:151458228-151458433	3	1	0	0	distal	.	.
chr1:151459000-151459626	1	1	0	0	proximal	POGZ	.
chr1:151511103-151511935	2	2	1	1	distal	.	.
chr1:15153357-15153746	1	1	0	0	proximal	TMEM51-AS1	.
chr1:151534587-151534968	1	1	0	0	distal	.	.
chr1:151594252-151594466	2	1	0	0	distal	.	.
chr1:151608319-151608581	2	2	1	1	distal	.	.
chr1:151611837-151612487	2	1	0	0	proximal	SNX27	.
chr1:151699192-151699342	1	1	0	0	distal	.	.
chr1:151762978-151763672	1	1	0	0	proximal	MRPL9,OAZ3	.
chr1:15176881-15177060	1	1	0	0	distal	.	.
chr1:151851701-151852021	2	2	1	1	distal	.	.
chr1:151944918-151945068	1	1	0	0	proximal	ENSG00000286581	.
chr1:15197110-15197376	1	1	0	0	distal	.	.
chr1:151994073-151994252	1	1	0	0	proximal	ENSG00000229021,S100A10	.
chr1:15200627-15200841	1	1	0	0	distal	.	.
chr1:152036947-152037256	1	1	0	0	distal	.	.
chr1:152047947-152048194	1	1	0	0	proximal	S100A11	.
chr1:152052665-152052890	1	1	0	0	distal	.	.
chr1:152111642-152112009	3	2	1	1	distal	.	.
chr1:152112207-152112435	2	2	1	1	distal	.	.
chr1:152215758-152216047	1	1	0	0	distal	.	.
chr1:152378159-152378309	2	1	0	0	distal	.	.
chr1:152458780-152458930	1	1	0	0	distal	.	.
chr1:153223103-153223361	1	1	0	0	distal	.	.
chr1:153261299-153261554	1	1	0	0	distal	.	.
chr1:153408021-153408171	1	1	0	0	distal	.	.
chr1:153568553-153568818	1	1	0	0	proximal	S100A2	.
chr1:153627067-153627752	1	1	0	0	proximal	S100A1	.
chr1:153658503-153659019	1	1	0	0	proximal	SNAPIN	.
chr1:153670871-153671693	2	1	0	0	proximal	ILF2	.
chr1:153945622-153945838	1	1	0	0	proximal	DENND4B,ENSG00000289935	.
chr1:153945950-153946274	4	1	0	0	proximal	DENND4B,ENSG00000289935	.
chr1:153957943-153958343	2	1	0	0	proximal	CRTC2	.
chr1:153963503-153963789	1	1	0	0	proximal	ENSG00000282386	.
chr1:153967265-153967912	2	1	0	0	proximal	CREB3L4,SLC39A1	.
chr1:153977165-153977442	1	1	0	0	proximal	JTB,JTB-DT	.
chr1:153977617-153978152	2	1	0	0	proximal	JTB,JTB-DT	.
chr1:154034833-154034983	1	1	0	0	distal	.	.
chr1:154066352-154066526	1	1	0	0	distal	.	.
chr1:15409771-15410060	1	1	0	0	proximal	EFHD2,EFHD2-AS1	.
chr1:154116401-154116574	1	1	0	0	distal	.	.
chr1:154182869-154183691	2	1	0	0	distal	.	.
chr1:154220050-154220205	2	1	0	0	proximal	C1orf43,UBAP2L	.
chr1:154220268-154221042	1	1	0	0	proximal	C1orf43,UBAP2L	.
chr1:154221216-154221373	1	1	0	0	proximal	C1orf43	.
chr1:154272202-154272777	3	2	0	0	proximal	HAX1	.
chr1:154324641-154324844	2	1	0	0	proximal	ATP8B2	.
chr1:154324953-154326041	2	1	0	0	proximal	ATP8B2	.
chr1:154326314-154326470	1	1	0	0	proximal	ATP8B2	.
chr1:154335135-154335285	2	2	1	1	distal	.	.
chr1:154405192-154405408	2	1	0	0	proximal	IL6R	.
chr1:154405495-154406050	1	1	0	0	proximal	IL6R,IL6R-AS1	.
chr1:154477426-154477576	1	1	0	0	distal	.	.
chr1:154479824-154480122	1	1	0	0	proximal	ENSG00000273110	.
chr1:154558612-154559092	3	2	1	1	proximal	UBE2Q1	.
chr1:154559181-154559435	1	1	0	0	proximal	UBE2Q1	.
chr1:154608145-154608437	1	1	0	0	distal	.	.
chr1:154608598-154608914	1	1	0	0	distal	.	.
chr1:154627303-154628082	1	1	0	0	proximal	ADAR	.
chr1:154803833-154803983	1	1	0	0	distal	.	.
chr1:154870210-154870529	3	2	1	1	proximal	KCNN3	.
chr1:154878557-154878783	5	2	1	1	distal	.	.
chr1:154890839-154891082	1	1	0	0	distal	.	.
chr1:154936444-154937113	2	1	0	0	proximal	ENSG00000270361,PMVK	.
chr1:154937176-154937445	2	2	1	1	proximal	ENSG00000270361,PMVK	.
chr1:154943854-154944035	1	1	0	0	distal	.	.
chr1:154961983-154962472	1	1	0	0	proximal	ENSG00000271380	.
chr1:154970759-154970934	4	2	2	1	distal	.	.
chr1:154973751-154974206	3	2	0	0	proximal	CKS1B,SHC1	.
chr1:154974321-154975116	2	2	0	0	proximal	CKS1B,SHC1	.
chr1:154982868-154983437	2	2	0	0	proximal	FLAD1	.
chr1:155001061-155001215	3	2	1	1	proximal	ENSG00000289103	.
chr1:155001827-155002614	2	1	0	0	proximal	ENSG00000289103,ZBTB7B	.
chr1:155045009-155045159	1	1	0	0	distal	.	.
chr1:155050530-155051537	1	1	0	0	proximal	ADAM15	.
chr1:155061596-155061783	2	2	0	0	distal	.	.
chr1:155063857-155064075	1	1	0	0	proximal	EFNA4,EFNA4-EFNA3	.
chr1:155070963-155071128	3	2	1	1	distal	.	.
chr1:1550740-1550890	1	1	0	0	distal	.	.
chr1:155078726-155078893	3	2	0	0	proximal	EFNA3	.
chr1:155091490-155091740	3	2	1	1	distal	.	.
chr1:155091809-155092104	3	1	0	0	distal	.	.
chr1:155120137-155120452	1	1	0	0	distal	.	.
chr1:155126190-155126660	3	2	1	1	distal	.	.
chr1:155127596-155127965	3	2	1	1	proximal	EFNA1	.
chr1:155140470-155140685	2	1	0	0	proximal	DPM3	.
chr1:155167380-155168149	2	1	0	0	distal	.	.
chr1:155172801-155173087	3	2	1	1	proximal	KRTCAP2,TRIM46	.
chr1:155173156-155173546	6	2	2	1	proximal	KRTCAP2,TRIM46	.
chr1:155176719-155176906	2	1	0	0	distal	.	.
chr1:155194310-155194551	2	1	0	0	proximal	THBS3-AS1	.
chr1:155194614-155195125	1	1	0	0	proximal	THBS3-AS1	.
chr1:155208474-155208893	5	2	0	0	proximal	MTX1,THBS3	.
chr1:155209018-155209323	3	2	1	1	proximal	MTX1,THBS3	.
chr1:15526421-15526883	4	2	1	1	proximal	CASP9,DNAJC16	.
chr1:155308050-155308950	2	2	0	0	proximal	FDPS	.
chr1:155323097-155323566	2	2	1	1	proximal	RUSC1-AS1	.
chr1:155323793-155323987	2	2	0	0	proximal	RUSC1-AS1	.
chr1:155324091-155324605	3	2	2	1	proximal	RUSC1-AS1	.
chr1:155530534-155530684	1	1	0	0	distal	.	.
chr1:155598985-155599219	3	1	0	0	distal	.	.
chr1:155609695-155610268	2	1	0	0	proximal	ENSG00000232519	.
chr1:155651042-155651363	4	2	0	0	distal	.	.
chr1:155697744-155697909	3	2	1	1	distal	.	.
chr1:155729202-155729360	3	1	0	0	distal	.	.
chr1:155745318-155745840	3	2	2	1	distal	.	.
chr1:155777709-155777918	2	1	0	0	distal	.	.
chr1:155792608-155792758	2	1	0	0	distal	.	.
chr1:155834831-155835086	1	1	0	0	distal	.	.
chr1:155856921-155857392	4	2	0	0	distal	.	.
chr1:155881205-155881355	1	1	0	0	distal	.	.
chr1:155976649-155976868	3	2	0	0	distal	.	.
chr1:155977891-155978233	3	2	0	0	proximal	ARHGEF2-AS2	.
chr1:155978485-155978934	1	1	0	0	proximal	ARHGEF2-AS2	.
chr1:155989423-155989613	4	2	0	0	distal	.	.
chr1:156020645-156021091	1	1	0	0	proximal	SSR2	.
chr1:156026007-156026262	1	1	0	0	distal	.	.
chr1:156053354-156053624	3	2	1	1	proximal	UBQLN4	.
chr1:156053710-156053959	1	1	0	0	proximal	LAMTOR2,UBQLN4	.
chr1:156054025-156054295	1	1	0	0	proximal	LAMTOR2,UBQLN4	.
chr1:156054523-156055263	4	2	1	1	proximal	LAMTOR2	.
chr1:156075705-156075855	2	1	0	0	distal	.	.
chr1:156082441-156082664	1	1	0	0	proximal	LMNA,MEX3A	.
chr1:156083120-156083286	3	1	0	0	proximal	LMNA,MEX3A	.
chr1:156083377-156083608	2	1	0	0	proximal	LMNA	.
chr1:156090808-156090991	2	1	0	0	distal	.	.
chr1:156096688-156096855	3	1	0	0	distal	.	.
chr1:156105817-156106581	1	1	0	0	distal	.	.
chr1:156114466-156115004	2	2	0	0	distal	.	.
chr1:156123120-156123458	1	1	0	0	distal	.	.
chr1:156123564-156123721	1	1	0	0	distal	.	.
chr1:156130408-156130638	1	1	0	0	distal	.	.
chr1:156160809-156161279	7	2	1	1	distal	.	.
chr1:156161462-156161673	2	2	0	0	distal	.	.
chr1:15617051-15617789	1	1	0	0	proximal	DDI2	.
chr1:156193617-156194153	1	1	0	0	proximal	SLC25A44	.
chr1:156212801-156213641	2	1	0	0	proximal	PMF1,PMF1-BGLAP	.
chr1:156225527-156225701	3	2	0	0	distal	.	.
chr1:156291641-156291791	1	1	0	0	distal	.	.
chr1:156356738-156357195	1	1	0	0	distal	.	.
chr1:156359942-156360223	2	2	0	0	distal	.	.
chr1:156383032-156383246	3	2	1	1	distal	.	.
chr1:156385728-156385878	4	2	0	0	distal	.	.
chr1:156421469-156421932	2	1	0	0	distal	.	.
chr1:156445837-156446128	3	2	0	0	distal	.	.
chr1:156456412-156457051	1	1	0	0	proximal	MIR9-1HG	.
chr1:156489756-156489928	1	1	0	0	distal	.	.
chr1:156500322-156500498	2	1	0	0	proximal	MEF2D	.
chr1:156505081-156505268	1	1	0	0	proximal	ENSG00000289593	.
chr1:156505360-156505583	3	2	1	1	proximal	ENSG00000289593	.
chr1:156533647-156533855	1	1	0	0	distal	.	.
chr1:156543072-156543361	3	1	0	0	distal	.	.
chr1:15655424-15655574	1	1	0	0	distal	.	.
chr1:156591414-156591867	4	1	0	0	proximal	NAXE	.
chr1:156591967-156592172	1	1	0	0	proximal	NAXE	.
chr1:156599850-156600000	1	1	0	0	distal	.	.
chr1:156601404-156601784	3	2	1	1	proximal	GPATCH4	.
chr1:156609162-156609312	2	1	0	0	distal	.	.
chr1:156616566-156616731	1	1	0	0	distal	.	.
chr1:156641797-156642006	1	1	0	0	proximal	BCAN,BCAN-AS1	.
chr1:156660016-156660475	2	2	1	1	distal	.	.
chr1:156689521-156689752	2	1	0	0	proximal	ENSG00000285570	.
chr1:156706006-156706249	2	1	0	0	proximal	CRABP2	.
chr1:156719015-156719165	2	1	0	0	distal	.	.
chr1:156719881-156720045	1	1	0	0	distal	.	.
chr1:156728328-156728930	1	1	0	0	proximal	ISG20L2,METTL25B	.
chr1:156740517-156741536	1	1	0	0	proximal	MRPL24	.
chr1:156746675-156746886	3	2	1	1	distal	.	.
